Team,#,Pos.,FIFA Popular Name,Birth Date,Shirt Name,Club,Height,Weight,Index Field
England,4,MF,DIER Eric,1/15/1994,DIER,Tottenham Hotspur FC (ENG),188,90,England4MF34349
England,13,GK,BUTLAND Jack,3/10/1993,BUTLAND,Stoke City FC (ENG),196,96,England13GK34038
England,6,DF,MAGUIRE Harry,3/5/1993,MAGUIRE,Leicester City FC (ENG),193,98,England6DF34033
England,9,FW,KANE Harry,7/28/1993,KANE,Tottenham Hotspur FC (ENG),188,98,England9FW34178
France,8,FW,LEMAR Thomas,11/12/1995,LEMAR,AS Monaco (FRA),172,65,France8FW35015
France,11,FW,DEMBELE Ousmane,5/15/1997,DEMBELE,FC Barcelona (ESP),178,70,France11FW35565
France,13,MF,KANTE Ngolo,3/29/1991,KANTE,Chelsea FC (ENG),168,70,France13MF33326
France,7,FW,GRIEZMANN Antoine,3/21/1991,GRIEZMANN,Atletico Madrid (ESP),174,72,France7FW33318
France,14,MF,MATUIDI Blaise,4/9/1987,MATUIDI,Juventus FC (ITA),180,74,France14MF31876
France,2,DF,PAVARD Benjamin,3/28/1996,PAVARD,VfB Stuttgart (GER),186,76,France2DF35152
France,18,FW,FEKIR Nabil,7/18/1993,FEKIR,Olympique Lyon (FRA),173,76,France18FW34168
France,20,FW,THAUVIN Florian,1/26/1993,THAUVIN,Olympique Marseille (FRA),180,76,France20FW33995
France,21,DF,HERNANDEZ Lucas,2/14/1996,HERNANDEZ,Atletico Madrid (ESP),183,76,France21DF35109
France,3,DF,KIMPEMBE Presnel,8/13/1995,KIMPEMBE,Paris Saint-Germain FC (FRA),182,78,France3DF34924
France,10,FW,MBAPPE Kylian,12/20/1998,MBAPPE,Paris Saint-Germain FC (FRA),178,78,France10FW36149
France,4,DF,VARANE Raphael,4/25/1993,VARANE,Real Madrid CF (ESP),191,79,France4DF34084
France,19,DF,SIDIBE Djibril,7/29/1992,SIDIBE,AS Monaco (FRA),184,81,France19DF33814
France,1,GK,LLORIS Hugo,12/26/1986,LLORIS,Tottenham Hotspur FC (ENG),188,82,France1GK31772
France,12,MF,TOLISSO Corentin,8/3/1994,TOLISSO,FC Bayern München (GER),180,82,France12MF34549
France,5,DF,UMTITI Samuel,11/14/1993,UMTITI,FC Barcelona (ESP),183,84,France5DF34287
France,22,DF,MENDY Benjamin,7/17/1994,MENDY,Manchester City FC (ENG),183,84,France22DF34532
France,6,MF,POGBA Paul,3/15/1993,POGBA,Manchester United FC (ENG),191,86,France6MF34043
France,15,MF,NZONZI Steven,12/15/1988,NZONZI,Sevilla FC (ESP),197,87,France15MF32492
France,16,GK,MANDANDA Steve,3/28/1985,MANDANDA,Olympique Marseille (FRA),187,88,France16GK31134
France,17,DF,RAMI Adil,12/27/1985,RAMI,Olympique Marseille (FRA),190,90,France17DF31408
France,9,FW,GIROUD Olivier,9/30/1986,GIROUD,Chelsea FC (ENG),193,91,France9FW31685
France,23,GK,AREOLA Alphonse,2/27/1993,AREOLA,Paris Saint-Germain FC (FRA),195,95,France23GK34027
Germany,11,FW,REUS Marco,5/31/1989,REUS,Borussia Dortmund (GER),180,67,Germany11FW32659
Germany,10,MF,OEZIL Mesut,10/15/1988,ÖZIL,Arsenal FC (ENG),180,70,Germany10MF32431
Germany,18,DF,KIMMICH Joshua,2/8/1995,KIMMICH,FC Bayern München (GER),176,72,Germany18DF34738
Germany,7,MF,DRAXLER Julian,9/20/1993,DRAXLER,Paris Saint-Germain FC (FRA),185,74,Germany7MF34232
Germany,19,MF,RUDY Sebastian,2/28/1990,RUDY,FC Bayern München (GER),179,74,Germany19MF32932
Germany,3,DF,HECTOR Jonas,5/27/1990,HECTOR,1. FC Köln (GER),185,75,Germany3DF33020
Germany,9,FW,WERNER Timo,3/6/1996,WERNER,RB Leipzig (GER),181,75,Germany9FW35130
Germany,13,MF,MUELLER Thomas,9/13/1989,MÜLLER,FC Bayern München (GER),186,75,Germany13MF32764
Germany,2,DF,PLATTENHARDT Marvin,1/26/1992,PLATTENHARDT,Hertha BSC (GER),181,76,Germany2DF33629
Germany,14,MF,GORETZKA Leon,2/6/1995,GORETZKA,FC Schalke 04 (GER),189,76,Germany14MF34736
Germany,8,MF,KROOS Toni,1/4/1990,KROOS,Real Madrid CF (ESP),182,78,Germany8MF32877
Germany,21,MF,GUENDOGAN Ilkay,10/24/1990,GÜNDOGAN,Manchester City FC (ENG),180,79,Germany21MF33170
Germany,6,MF,KHEDIRA Sami,4/4/1987,KHEDIRA,Juventus FC (ITA),189,81,Germany6MF31871
Germany,20,MF,BRANDT Julian,5/2/1996,BRANDT,Bayer 04 Leverkusen (GER),183,82,Germany20MF35187
Germany,23,FW,GOMEZ Mario,7/10/1985,GOMEZ,VfB Stuttgart (GER),189,82,Germany23FW31238
Germany,4,DF,GINTER Matthias,1/19/1994,GINTER,VfL Borussia Mönchengladbach (GER),189,85,Germany4DF34353
Germany,16,DF,RUEDIGER Antonio,3/3/1993,RÜDIGER,Chelsea FC (ENG),191,85,Germany16DF34031
Germany,22,GK,TER STEGEN Marc-Andre,4/30/1992,TER STEGEN,FC Barcelona (ESP),187,85,Germany22GK33724
Germany,12,GK,TRAPP Kevin,7/8/1990,TRAPP,Paris Saint-Germain FC (FRA),189,88,Germany12GK33062
Germany,15,DF,SUELE Niklas,9/3/1995,SÜLE,FC Bayern München (GER),195,89,Germany15DF34945
Germany,5,DF,HUMMELS Mats,12/16/1988,HUMMELS,FC Bayern München (GER),192,90,Germany5DF32493
Germany,17,DF,BOATENG Jerome,9/3/1988,BOATENG,FC Bayern München (GER),192,90,Germany17DF32389
Germany,1,GK,NEUER Manuel,3/27/1986,NEUER,FC Bayern München (GER),193,93,Germany1GK31498
Iceland,23,DF,SKULASON Ari,5/14/1987,A. SKÚLASON,KSC Lokeren (BEL),170,63,Iceland23DF31911
Iceland,21,MF,TRAUSTASON Arnor,4/30/1993,TRAUSTASON,Malmö FF (SWE),183,73,Iceland21MF34089
Iceland,2,DF,SAEVARSSON Birkir,11/11/1984,SÆVARSSON,Valur Reykjavik (ISL),186,75,Iceland2DF30997
Iceland,13,GK,RUNARSSON Runar,2/18/1995,RÚNARSSON,FC Nordsjaelland (DEN),186,76,Iceland13GK34748
Iceland,7,MF,GUDMUNDSSON Johann,10/27/1990,J. GUDMUNDSSON,Burnley FC (ENG),179,77,Iceland7MF33173
Iceland,8,MF,BJARNASON Birkir,5/27/1988,B. BJARNASON,Aston Villa FC (ENG),183,77,Iceland8MF32290
Iceland,3,MF,FRIDJONSSON Samuel,2/22/1996,FRIDJÓNSSON,Valerenga IF (NOR),185,78,Iceland3MF35117
Iceland,19,MF,GISLASON Rurik,2/25/1988,GISLASON,SV Sandhausen (GER),184,78,Iceland19MF32198
Iceland,11,FW,FINNBOGASON Alfred,2/1/1989,FINNBOGASON,FC Augsburg (GER),185,79,Iceland11FW32540
Iceland,16,MF,SKULASON Olafur,4/1/1983,Ó. SKÚLASON,Karabukspor (TUR),184,79,Iceland16MF30407
Iceland,4,MF,GUDMUNDSSON Albert,6/15/1997,A. GUDMUNDSSON,PSV Eindhoven (NED),177,80,Iceland4MF35596
Iceland,5,DF,INGASON Sverrir,8/5/1993,INGASON,FC Rostov (RUS),188,80,Iceland5DF34186
Iceland,15,DF,EYJOLFSSON Holmar,8/6/1990,EYJÓLFSSON,Levski Sofia (BUL),188,81,Iceland15DF33091
Iceland,10,MF,SIGURDSSON Gylfi,9/8/1989,G. SIGURDSSON,Everton FC (ENG),186,82,Iceland10MF32759
Iceland,14,DF,ARNASON Kari,10/13/1982,ARNASON,Aberdeen FC (SCO),191,82,Iceland14DF30237
Iceland,9,FW,SIGURDARSON Bjorn,2/26/1991,SIGURDARSON,FC Rostov (RUS),187,85,Iceland9FW33295
Iceland,18,DF,MAGNUSSON Hordur,2/11/1993,MAGNÚSSON,Bristol City FC (ENG),191,85,Iceland18DF34011
Iceland,6,DF,SIGURDSSON Ragnar,6/19/1986,R. SIGURDSSON,FC Rostov (RUS),187,86,Iceland6DF31582
Iceland,17,MF,GUNNARSSON Aron,4/22/1989,GUNNARSSON,Cardiff City FC (WAL),181,86,Iceland17MF32620
Iceland,20,MF,HALLFREDSSON Emil,6/29/1984,HALLFREDSSON,Udinese Calcio (ITA),186,86,Iceland20MF30862
Iceland,1,GK,HALLDORSSON Hannes,4/27/1984,HALLDORSSON,Randers FC (DEN),193,88,Iceland1GK30799
Iceland,22,FW,BODVARSSON Jon,5/25/1992,BÖDVARSSON,Reading FC (ENG),189,89,Iceland22FW33749
Iceland,12,GK,SCHRAM Frederik,1/19/1995,SCHRAM,Roskilde BK (DEN),198,92,Iceland12GK34718
Iran,5,DF,MOHAMMADI Milad,9/29/1993,M. MOHAMMADI,FC Akhmat Grozny (RUS),178,69,Iran5DF34241
Iran,2,MF,TORABI Mehdi,9/10/1994,M. TORABI,Saipa Alborz FC (IRN),185,71,Iran2MF34587
Iran,11,MF,AMIRI Vahid,4/2/1988,V. AMIRI,Persepolis FC (IRN),179,71,Iran11MF32235
Iran,3,DF,HAJI SAFI Ehsan,2/25/1990,HAJI SAFI,Olympiacos Piraeus FC (GRE),178,75,Iran3DF32929
Iran,9,MF,EBRAHIMI Omid,9/16/1987,OMID,Esteghlal Tehran FC (IRN),178,75,Iran9MF32036
Iran,23,DF,REZAEIAN Ramin,3/21/1990,RAMIN,KV Oostende (BEL),185,75,Iran23DF32953
Iran,15,DF,MONTAZERI Pejman,9/6/1983,P. MONTAZERI,Esteghlal Tehran FC (IRN),185,77,Iran15DF30565
Iran,18,FW,JAHANBAKHSH Alireza,8/11/1993,A. JAHANBAKHSH,AZ Alkmaar (NED),180,77,Iran18FW34192
Iran,19,DF,HOSSEINI Majid,6/20/1996,M. HOSSEINI,Esteghlal Tehran FC (IRN),183,78,Iran19DF35236
Iran,21,FW,DEJAGAH Ashkan,7/5/1986,DEJAGAH,Nottingham Forest FC (ENG),181,78,Iran21FW31598
Iran,7,MF,SHOJAEI Masoud,6/9/1984,SHOJAEI M.,AEK Athens (GRE),187,79,Iran7MF30842
Iran,14,FW,GHODDOS  Saman,9/6/1993,GHODDOS,IFK Östersund FK (SWE),177,79,Iran14FW34218
Iran,16,FW,GHOOCHANNEJHAD Reza,9/20/1987,REZA,SC Heerenveen (NED),180,79,Iran16FW32040
Iran,4,DF,CHESHMI Roozbeh,7/24/1993,R. CHESHMI,Esteghlal Tehran FC (IRN),192,80,Iran4DF34174
Iran,10,FW,ANSARIFARD Karim,4/3/1990,KARIM,Olympiacos Piraeus FC (GRE),187,80,Iran10FW32966
Iran,13,DF,KHANZADEH Mohammad Reza,5/11/1991,M.R. KHANZADEH,Padideh FC (IRN),186,80,Iran13DF33369
Iran,17,FW,TAREMI Mehdi,7/18/1992,MEHDI,Al Gharafa SC (QAT),187,80,Iran17FW33803
Iran,20,FW,AZMOUN Sardar,1/1/1995,SARDAR,FC Rubin Kazan (RUS),186,80,Iran20FW34700
Iran,22,GK,ABEDZADEH Amir,4/26/1993,ABEDZADEH,CS Maritimo (POR),186,80,Iran22GK34085
Iran,6,MF,EZATOLAHI Saeid,10/1/1996,S. EZATOLAHI,FK Amkar Perm (RUS),190,82,Iran6MF35339
Iran,8,DF,POURALIGANJI Morteza,4/19/1992,M. POURALIGANJI,Al Sadd SC (QAT),187,83,Iran8DF33713
Iran,12,GK,MAZAHERI Rashid,5/18/1989,RASHID,Zob Ahan Isfahan FC (IRN),192,84,Iran12GK32646
Iran,1,GK,BEIRANVAND Ali,9/21/1992,A. BEIRANVAND,Persepolis FC (IRN),194,85,Iran1GK33868
Japan,14,MF,INUI Takashi,6/2/1988,INUI,SD Eibar (ESP),169,59,Japan14MF32296
Japan,7,MF,SHIBASAKI Gaku,5/28/1992,SHIBASAKI,Getafe CF (ESP),175,64,Japan7MF33752
Japan,18,MF,OSHIMA Ryota,1/23/1993,OHSHIMA,Kawasaki Frontale (JPN),168,64,Japan18MF33992
Japan,5,DF,NAGATOMO Yuto,9/12/1986,NAGATOMO,Galatasaray SK (TUR),170,68,Japan5DF31667
Japan,8,MF,HARAGUCHI Genki,5/9/1991,HARAGUCHI,Fortuna Düsseldorf (GER),178,68,Japan8MF33367
Japan,10,MF,KAGAWA Shinji,3/17/1989,KAGAWA,Borussia Dortmund (GER),175,68,Japan10MF32584
Japan,9,FW,OKAZAKI Shinji,4/16/1986,OKAZAKI,Leicester City FC (ENG),174,70,Japan9FW31518
Japan,19,DF,SAKAI Hiroki,4/12/1990,H. SAKAI,Olympique Marseille (FRA),183,70,Japan19DF32975
Japan,15,FW,OSAKO Yuya,5/18/1990,OSAKO,1. FC Köln (GER),182,71,Japan15FW33011
Japan,11,MF,USAMI Takashi,5/6/1992,USAMI,Fortuna Düsseldorf (GER),178,72,Japan11MF33730
Japan,13,FW,MUTO Yoshinori,7/15/1992,MUTO,FSV Mainz 05 (GER),179,72,Japan13FW33800
Japan,16,MF,YAMAGUCHI Hotaru,10/6/1990,YAMAGUCHI,Cerezo Osaka (JPN),173,72,Japan16MF33152
Japan,17,MF,HASEBE Makoto,1/18/1984,HASEBE,Eintracht Frankfurt (GER),180,72,Japan17MF30699
Japan,23,GK,NAKAMURA Kosuke,2/27/1995,NAKAMURA,Kashiwa Reysol (JPN),184,72,Japan23GK34757
Japan,1,GK,KAWASHIMA Eiji,3/20/1983,KAWASHIMA,FC Metz (FRA),185,74,Japan1GK30395
Japan,3,DF,SHOJI Gen,12/11/1992,SHOJI,Kashima Antlers (JPN),182,74,Japan3DF33949
Japan,4,MF,HONDA Keisuke,6/13/1986,HONDA,CF Pachuca (MEX),182,74,Japan4MF31576
Japan,21,DF,SAKAI Gotoku,3/14/1991,G. SAKAI,Hamburger SV (GER),176,74,Japan21DF33311
Japan,6,DF,ENDO Wataru,2/9/1993,ENDO,Urawa Reds (JPN),178,75,Japan6DF34009
Japan,20,DF,MAKINO Tomoaki,5/11/1987,MAKINO,Urawa Reds (JPN),182,77,Japan20DF31908
Japan,12,GK,HIGASHIGUCHI Masaaki,5/12/1986,HIGASHIGUCHI,Gamba Osaka (JPN),184,78,Japan12GK31544
Japan,22,DF,YOSHIDA Maya,8/24/1988,YOSHIDA,Southampton FC (ENG),189,78,Japan22DF32379
Japan,2,DF,UEDA Naomichi,10/24/1994,UEDA,Kashima Antlers (JPN),186,79,Japan2DF34631
South Korea,10,MF,LEE Seungwoo,1/6/1998,S W LEE,Hellas Verona FC (ITA),170,63,South Korea10MF35801
South Korea,22,DF,GO Yohan,3/10/1988,Y H GO,FC Seoul (KOR),170,65,South Korea22DF32212
South Korea,14,DF,HONG Chul,9/17/1990,C HONG,Sangju Sangmu FC (KOR),176,67,South Korea14DF33133
South Korea,18,MF,MOON Seonmin,6/9/1992,S M MOON,Incheon United FC (KOR),172,68,South Korea18MF33764
South Korea,12,DF,KIM Minwoo,2/25/1990,M W KIM,Sangju Sangmu FC (KOR),172,69,South Korea12DF32929
South Korea,8,MF,JU Sejong,10/30/1990,S J JU,Asan Mugunghwa FC (KOR),176,70,South Korea8MF33176
South Korea,17,MF,LEE Jaesung,8/10/1992,J S LEE,Jeonbuk Hyundai (KOR),180,70,South Korea17MF33826
South Korea,6,DF,PARK Jooho,1/16/1987,J H PARK,Ulsan Hyundai FC (KOR),174,71,South Korea6DF31793
South Korea,13,MF,KOO Jacheol,2/27/1989,J C KOO,FC Augsburg (GER),182,73,South Korea13MF32566
South Korea,2,DF,LEE Yong,12/24/1986,Y LEE,Jeonbuk Hyundai (KOR),180,74,South Korea2DF31770
South Korea,3,DF,JUNG Seunghyun,4/3/1994,S H JUNG,Sagan Tosu FC (JPN),188,74,South Korea3DF34427
South Korea,19,DF,KIM Younggwon,2/27/1990,Y G KIM,Guangzhou Evergrande FC (CHN),184,74,South Korea19DF32931
South Korea,16,MF,KI Sungyueng,1/24/1989,S Y KI,Swansea City AFC (WAL),186,75,South Korea16MF32532
South Korea,23,GK,JO Hyeonwoo,9/25/1991,H W JO,Daegu FC (KOR),189,75,South Korea23GK33506
South Korea,7,FW,SON Heungmin,7/8/1992,H M SON,Tottenham Hotspur FC (ENG),183,76,South Korea7FW33793
South Korea,11,FW,HWANG Heechan,1/26/1996,H C HWANG,FC Red Bull Salzburg (AUT),177,77,South Korea11FW35090
South Korea,20,DF,JANG Hyunsoo,9/28/1991,H S JANG,FC Tokyo (JPN),187,77,South Korea20DF33509
South Korea,5,DF,YUN Youngsun,10/4/1988,Y S YUN,Seongnam FC (KOR),185,78,South Korea5DF32420
South Korea,15,MF,JUNG Wooyoung,12/14/1989,W Y JUNG,Vissel Kobe (JPN),186,78,South Korea15MF32856
South Korea,4,DF,OH Bansuk,5/20/1988,B S OH,Jeju United (KOR),189,79,South Korea4DF32283
South Korea,1,GK,KIM Seunggyu,9/30/1990,S G KIM,Vissel Kobe (JPN),187,80,South Korea1GK33146
South Korea,21,GK,KIM Jinhyeon,7/6/1987,J H KIM,Cerezo Osaka (JPN),193,82,South Korea21GK31964
South Korea,9,FW,KIM Shinwook,4/14/1988,S W KIM,Jeonbuk Hyundai (KOR),197,97,South Korea9FW32247
Mexico,20,MF,AQUINO Javier,2/11/1990,J. AQUINO,Tigres UANL (MEX),166,59,Mexico20MF32915
Mexico,18,MF,GUARDADO Andres,9/28/1986,A. GUARDADO,Real Betis (ESP),167,63,Mexico18MF31683
Mexico,22,FW,LOZANO Hirving,7/30/1995,H. LOZANO,PSV Eindhoven (NED),176,66,Mexico22FW34910
Mexico,6,MF,DOS SANTOS Jonathan,4/26/1990,J. DOS SANTOS,LA Galaxy (USA),173,69,Mexico6MF32989
Mexico,17,MF,CORONA Jesus,1/6/1993,JESÚS C.,FC Porto (POR),174,69,Mexico17MF33975
Mexico,8,FW,FABIAN Marco,7/21/1989,M. FABIÁN,Eintracht Frankfurt (GER),171,70,Mexico8FW32710
Mexico,10,MF,DOS SANTOS Giovani,5/11/1989,G. DOS SANTOS,LA Galaxy (USA),178,70,Mexico10MF32639
Mexico,14,FW,HERNANDEZ Javier,6/1/1988,J. HERNÁNDEZ,West Ham United FC (ENG),175,71,Mexico14FW32295
Mexico,7,MF,LAYUN Miguel,6/25/1988,M. LAYÚN,Sevilla FC (ESP),180,72,Mexico7MF32319
Mexico,19,FW,PERALTA Oribe,1/12/1984,O. PERALTA,Club América (MEX),178,72,Mexico19FW30693
Mexico,21,DF,ALVAREZ Edson,10/24/1997,E. ÁLVAREZ,Club América (MEX),186,72,Mexico21DF35727
Mexico,23,MF,GALLARDO Jesus,8/15/1994,J. GALLARDO,Pumas UNAM (MEX),177,74,Mexico23MF34561
Mexico,13,GK,OCHOA Guillermo,7/13/1985,G. OCHOA,Standard Liège (BEL),185,76,Mexico13GK31241
Mexico,4,DF,MARQUEZ Rafael,2/13/1979,R. MÁRQUEZ,CF Atlas (MEX),184,77,Mexico4DF28899
Mexico,5,DF,REYES Diego,9/19/1992,D. REYES,FC Porto (POR),190,77,Mexico5DF33866
Mexico,11,FW,VELA Carlos,3/1/1989,CARLOS V,Los Angeles FC (USA),178,78,Mexico11FW32568
Mexico,9,FW,JIMENEZ Raul,5/5/1991,RAÚL,SL Benfica (POR),188,79,Mexico9FW33363
Mexico,16,DF,HERRERA Hector,4/19/1990,H. HERRERA,FC Porto (POR),180,79,Mexico16DF32982
Mexico,1,GK,CORONA Jose,1/26/1981,J. CORONA,Cruz Azul (MEX),182,80,Mexico1GK29612
Mexico,2,DF,AYALA Hugo,3/31/1987,H. AYALA,Tigres UANL (MEX),188,82,Mexico2DF31867
Mexico,15,DF,MORENO Hector,1/17/1988,H. MORENO,Real Sociedad (ESP),182,82,Mexico15DF32159
Mexico,3,DF,SALCEDO Carlos,9/29/1993,C. SALCEDO,Eintracht Frankfurt (GER),189,83,Mexico3DF34241
Mexico,12,GK,TALAVERA Alfredo,9/18/1982,A. TALAVERA,Deportivo Toluca FC (MEX),188,84,Mexico12GK30212
Morocco,14,MF,BOUSSOUFA Mbark,8/15/1984,BOUSSOUFA,Al Jazira (UAE),167,59,Morocco14MF30909
Morocco,2,DF,HAKIMI Achraf,11/4/1998,HAKIMI,Real Madrid CF (ESP),179,65,Morocco2DF36103
Morocco,18,MF,HARIT Amine,6/18/1997,HARIT,FC Schalke 04 (GER),179,66,Morocco18MF35599
Morocco,23,MF,CARCELA Mehdi,7/1/1989,CARCELA,Standard Liège (BEL),176,67,Morocco23MF32690
Morocco,3,DF,MENDYL Hamza,10/21/1997,MENDYL,Lille OSC (FRA),179,70,Morocco3DF35724
Morocco,7,MF,ZIYACH Hakim,3/19/1993,ZIYACH,AFC Ajax (NED),180,70,Morocco7MF34047
Morocco,22,GK,TAGNAOUTI Ahmed,4/5/1996,TAGNAOUTI,IRT Tanger (MAR),186,70,Morocco22GK35160
Morocco,9,FW,EL KAABI Ayoub,6/25/1993,EL KAABI,RS Berkane (MAR),182,72,Morocco9FW34145
Morocco,11,MF,FAJR Faycal,8/1/1988,FAJR,Getafe CF (ESP),178,72,Morocco11MF32356
Morocco,10,MF,BELHANDA Younes,2/25/1990,BELHANDA,Galatasaray SK (TUR),174,75,Morocco10MF32929
Morocco,15,MF,AIT BENNASSER Youssef,7/7/1996,AIT BENNASSER,SM Caen (FRA),184,75,Morocco15MF35253
Morocco,19,FW,EN NESYRI Youssef,6/1/1997,EN-NESYRI,Malaga CF (ESP),188,75,Morocco19FW35582
Morocco,6,DF,SAISS Romain,3/26/1990,SAISS,Wolverhampton Wanderers FC (ENG),190,76,Morocco6DF32958
Morocco,1,GK,BOUNOU Yassine,4/5/1991,BOUNOU,Girona FC (ESP),190,77,Morocco1GK33333
Morocco,16,MF,AMRABAT Noureddine,3/31/1987,N. AMRABAT,CD Leganés (ESP),178,77,Morocco16MF31867
Morocco,21,MF,AMRABAT Sofyan,8/21/1996,S. AMRABAT,Feyenoord Rotterdam (NED),183,77,Morocco21MF35298
Morocco,4,DF,DA COSTA Manuel,5/6/1986,DA COSTA,Istanbul Ba?ak?ehir FK (TUR),187,78,Morocco4DF31538
Morocco,8,MF,EL AHMADI Karim,1/27/1985,EL AHMADI,Feyenoord Rotterdam (NED),179,78,Morocco8MF31074
Morocco,13,FW,BOUTAIB Khalid,4/24/1987,BOUTAIB,Yeni Malatyaspor (TUR),190,80,Morocco13FW31891
Morocco,20,FW,BOUHADDOUZ Aziz,3/30/1987,BOUHADDOUZ,FC St. Pauli (GER),188,80,Morocco20FW31866
Morocco,17,DF,DIRAR Nabil,2/25/1986,DIRAR,Fenerbahce SK (TUR),187,82,Morocco17DF31468
Morocco,5,DF,BENATIA Mehdi,4/17/1987,BENATIA,Juventus FC (ITA),188,88,Morocco5DF31884
Morocco,12,GK,EL KAJOUI Monir,5/10/1989,EL KAJOUI,CD Numancia (ESP),190,88,Morocco12GK32638
Nigeria,7,FW,MUSA Ahmed,10/14/1992,MUSA,CSKA Moscow (RUS),173,65,Nigeria7FW33891
Nigeria,4,MF,NDIDI Onyinye,12/16/1996,NDIDI,Leicester City FC (ENG),184,73,Nigeria4MF35415
Nigeria,8,MF,ETEBO Oghenekaro,11/9/1995,ETEBO,UD Las Palmas (ESP),174,74,Nigeria8MF35012
Nigeria,17,MF,ONAZI Ogenyi,12/25/1992,ONAZI,Trabzonspor (TUR),172,74,Nigeria17MF33963
Nigeria,21,DF,EBUEHI Tyronne,12/16/1995,EBUEHI,ADO Den Haag (NED),187,74,Nigeria21DF35049
Nigeria,2,DF,IDOWU Bryan,5/18/1992,IDOWU,FK Amkar Perm (RUS),179,75,Nigeria2DF33742
Nigeria,11,FW,MOSES Victor,12/12/1990,MOSES,Chelsea FC (ENG),177,75,Nigeria11FW33219
Nigeria,12,DF,SHEHU Abdullahi,3/12/1993,SHEHU,Bursaspor (TUR),182,75,Nigeria12DF34040
Nigeria,20,DF,AWAZIEM Chidozie,1/1/1997,AWAZIEM,FC Nantes (FRA),192,76,Nigeria20DF35431
Nigeria,15,MF,OBI Joel,5/22/1991,OBI,Torino FC (ITA),177,77,Nigeria15MF33380
Nigeria,1,GK,EZENWA Ikechukwu,10/16/1988,EZENWA,Enyimba FC (NGA),181,80,Nigeria1GK32432
Nigeria,14,FW,IHEANACHO Kelechi,3/10/1996,IHEANACHO,Leicester City FC (ENG),183,80,Nigeria14FW35134
Nigeria,3,DF,ECHIEJILE Elderson,1/20/1988,ECHIEJILE,Cercle Brugge (BEL),185,82,Nigeria3DF32162
Nigeria,10,MF,MIKEL John Obi,4/22/1987,MIKEL,Tianjin Teda (CHN),188,82,Nigeria10MF31889
Nigeria,22,DF,OMERUO Kenneth,10/17/1993,OMERUO,Kasimpasa SK (TUR),185,82,Nigeria22DF34259
Nigeria,9,FW,IGHALO Odion,6/16/1989,IGHALO,Changchun Yatai (CHN),188,83,Nigeria9FW32675
Nigeria,5,DF,EKONG William,9/1/1993,EKONG,Bursaspor (TUR),191,85,Nigeria5DF34213
Nigeria,18,FW,IWOBI Alex,5/3/1996,IWOBI,Arsenal FC (ENG),185,86,Nigeria18FW35188
Nigeria,6,DF,BALOGUN Leon,6/28/1988,BALOGUN,FSV Mainz 05 (GER),190,89,Nigeria6DF32322
Nigeria,13,FW,NWANKWO Simeon,5/7/1992,NWANKWO,FC Crotone (ITA),197,89,Nigeria13FW33731
Nigeria,19,MF,OGU John,4/20/1988,OGU,Hapoel Be'er Sheva FC (ISR),191,90,Nigeria19MF32253
Nigeria,23,GK,UZOHO Francis,10/28/1998,UZOHO,Deportivo La Coruña (ESP),196,91,Nigeria23GK36096
Nigeria,16,GK,AKPEYI Daniel,3/8/1986,AKPEYI,Chippa United FC (RSA),187,94,Nigeria16GK31479
Panama,19,MF,QUINTERO Alberto,12/18/1987,QUINTERO,Universitario Lima (PER),165,62,Panama19MF32129
Panama,1,GK,PENEDO Jaime,9/26/1981,PENEDO,Dinamo Bucharest (ROU),183,70,Panama1GK29855
Panama,8,MF,BARCENAS Edgar,10/23/1993,BARCENAS,Cafetaleros de Tapachula (MEX),175,72,Panama8MF34265
Panama,10,FW,DIAZ Ismael,5/12/1997,DIAZ,Deportivo La Coruña (ESP),181,72,Panama10FW35562
Panama,11,MF,COOPER Armando,11/26/1987,COOPER,Club Universidad de Chile (CHI),173,72,Panama11MF32107
Panama,17,DF,OVALLE Luis,9/7/1988,OVALLE,CD Olimpia (HON),178,75,Panama17DF32393
Panama,9,FW,TORRES Gabriel,10/31/1988,G. TORRES,CD Huachipato (CHI),180,77,Panama9FW32447
Panama,21,MF,RODRIGUEZ Jose Luis,6/19/1998,J. RODRIGUEZ,KAA Gent (BEL),180,77,Panama21MF35965
Panama,2,DF,MURILLO Michael,2/11/1996,MURILLO,New York Red Bulls (USA),183,78,Panama2DF35106
Panama,13,DF,MACHADO Adolfo,2/14/1985,MACHADO,Houston Dynamo (USA),182,78,Panama13DF31092
Panama,14,MF,PIMENTEL Valentin,5/30/1991,PIMENTEL,Plaza Amador (PAN),189,80,Panama14MF33388
Panama,15,DF,DAVIS Eric,3/31/1991,DAVIS,DAC Dunajska Streda (SVK),180,81,Panama15DF33328
Panama,4,DF,ESCOBAR Fidel,1/9/1995,ESCOBAR,New York Red Bulls (USA),182,82,Panama4DF34708
Panama,6,MF,GOMEZ Gabriel,5/29/1984,GOMEZ,Atlético Bucaramanga (COL),183,82,Panama6MF30831
Panama,16,FW,ARROYO Abdiel,12/13/1993,ARROYO,LD Alajuelense (CRC),183,82,Panama16FW34316
Panama,20,MF,GODOY Anibal,2/10/1990,GODOY,San Jose Earthquakes (USA),183,82,Panama20MF32914
Panama,7,FW,PEREZ Blas,3/13/1981,PEREZ,CSD Municipal (GUA),187,83,Panama7FW29658
Panama,22,GK,RODRIGUEZ Alex,8/5/1990,RODRIGUEZ,San Francisco FC (PAN),197,83,Panama22GK33090
